sample_rate,R,tt_final_test_nre,tt_avg_online_nre_test,tt_avg_update_time_s,tt_params,tt_total_train_time_s,dB_l1_max
0.1,20.0,0.13344866666666666,0.13135733333333333,3.6531185185185184,74040.0,33.129400000000004,34.64461133333334
0.2,20.0,0.13169366666666668,0.127883,3.669611111111111,74040.0,33.58963333333333,36.552957
0.3,20.0,0.13222599999999998,0.12909466666666666,3.603374074074074,74040.0,32.90363333333334,36.72816433333333
