dataset,mode,seed,R,params,init_time_s,online_time_s,total_train_time_s,infer_time_s,avg_online_nre_train,avg_online_nre_test,final_train_nre,final_test_nre,init_loss_best,final_train_loss,final_test_loss,avg_flops_m,num_updates,final_shape,dA_l1_max,dB_l1_max,dC_l1_max
foreman.mat,multi,42,100,1333080,0.1236,71.5588,71.6824,0.00822,0.152343,0.152545,0.149705,0.149736,177.566958,0.010924,0.010916,nan,9,"(140,170,100)",1.846183,381.377777,0.090374
