dataset,mode,seed,R,params,init_time_s,online_time_s,total_train_time_s,infer_time_s,avg_online_nre_train,avg_online_nre_test,final_train_nre,final_test_nre,init_loss_best,final_train_loss,final_test_loss,avg_flops_m,num_updates,final_shape,dA_l1_max,dB_l1_max,dC_l1_max
foreman.mat,multi,42,20,74040,0.4012,32.7048,33.106,0.000739,0.128903,0.129637,0.132474,0.132918,15.054089,0.008554,0.008602,nan,9,"(140,170,100)",1.520979,38.238586,0.039859
