dataset,seed,model,R,params,init_iters,online_iters,avg_online_nre_train,avg_online_nre_test,final_test_nre,init_time_s,online_time_s,total_train_time_s,steps,final_shape
foreman.mat,42,cp_multi,100,55980,4000,500,0.0710634570150709,0.07599607161572691,0.09529408085741897,0.21512729999994917,26.096432800000002,26.31156009999995,9,"(140,170,100)"
foreman.mat,42,ftd,100,1333080,4000,500,0.15023051100049478,0.15048567253411171,0.14549959856089228,5.099226600000293,60.424681899999996,65.52390850000029,9,"(140,170,100)"
foreman.mat,7,cp_multi,100,55980,4000,500,0.07234702298995016,0.07640729036992447,0.09505411403905328,0.5524790999998004,26.881944200000362,27.434423300000162,9,"(140,170,100)"
foreman.mat,7,ftd,100,1333080,4000,500,0.1646222652653267,0.16511484252562733,0.1529157881040969,0.16146990000015649,60.694444799999474,60.85591469999963,9,"(140,170,100)"
