dataset,mode,seed,R,params,init_time_s,online_time_s,total_train_time_s,infer_time_s,avg_online_nre_train,avg_online_nre_test,final_train_nre,final_test_nre,init_loss_best,final_train_loss,final_test_loss,avg_flops_m
condition.mat,single,42,40,234000,0.2068,3.7352,3.9421,0.001627,0.353684,0.346904,0.278602,0.280325,45299.336545,95.457137,96.011155,nan
