dataset,mode,seed,R,params,init_time_s,online_time_s,total_train_time_s,infer_time_s,avg_online_nre_train,avg_online_nre_test,final_train_nre,final_test_nre,init_loss_best,final_train_loss,final_test_loss,avg_flops_m
condition.mat,single,42,40,234000,0.1579,35.5608,35.7188,0.001496,0.256239,0.254645,0.208571,0.21521,50091.574847,53.423022,56.522739,nan
