dataset,seed,model,R,params,avg_online_nre_test,final_test_nre,init_time_s,online_time_s,total_train_time_s,infer_time_s,steps,final_shape
foreman.mat,42,cp_multi,40,32760,0.12700501351198273,0.13426564235940733,7.851481199999398,25.742512000000715,33.593993200000114,0.0032317350000084844,10,"(144, 176, 100)"
foreman.mat,42,ftd,40,234000,0.12785787310970367,0.1347138247511307,10.817659100000128,32.54919400000108,43.36685310000121,0.0023025950000373995,10,"(144, 176, 100)"
