dataset,seed,model,R,params,init_iters,online_iters,avg_online_nre_train,avg_online_nre_test,final_test_nre,init_time_s,online_time_s,total_train_time_s,steps,final_shape
foreman.mat,42,cp_multi,100,55980,4000,500,0.0710634570150709,0.07599607161572691,0.09529408085741897,0.40086150000024645,28.079419899999266,28.480281399999512,9,"(140,170,100)"
foreman.mat,42,ftd,100,1333080,4000,500,0.15023051100049478,0.15048567253411171,0.14549959856089228,5.101800200000071,60.894819400000415,65.99661960000049,9,"(140,170,100)"
foreman.mat,7,cp_multi,100,55980,4000,500,0.07234702298995016,0.07640729036992447,0.09505411403905328,0.506181500000821,27.144821500000035,27.651003000000856,9,"(140,170,100)"
foreman.mat,7,ftd,100,1333080,4000,500,0.1646222652653267,0.16511484252562733,0.1529157881040969,0.16468179999901622,59.37238570000045,59.537067499999466,9,"(140,170,100)"
foreman.mat,123,cp_multi,100,55980,4000,500,0.06997873256390184,0.07442089528500025,0.09445578076795735,0.9014678999992611,26.309175600001254,27.210643500000515,9,"(140,170,100)"
foreman.mat,123,ftd,100,1333080,4000,500,0.1479480336418952,0.14803310567478237,0.14960089068342078,8.037951199999952,61.773645000001125,69.81159620000108,9,"(140,170,100)"
