sample_rate,seed,R,final_test_nre,avg_online_nre_test,paper_condition_oftd_nre,gap_abs,gap_rel_pct,avg_online_update_time_s,total_train_time_s,infer_time_s,params,num_updates,final_test_loss
0.1,42,80,0.112457,0.137741,0.116,-0.0035430000000000045,-3.05431034482759,0.6585580595874714,1724.6969,0.000609,863520,2618,15.475452
0.2,42,80,0.091922,0.118052,0.094,-0.0020779999999999965,-2.210638297872337,0.6525087089381207,1708.7664,0.001049,863520,2618,10.330826
0.3,42,80,0.087814,0.109005,0.093,-0.005185999999999996,-5.576344086021502,0.7027723834988541,1840.0364,0.000917,863520,2618,9.405486
