dataset,seed,model,R,params,init_iters,online_iters,avg_online_nre_train,avg_online_nre_test,final_test_nre,init_time_s,online_time_s,total_train_time_s,steps,final_shape
foreman.mat,42,cp_multi,100,55980,4000,500,0.07031687647295176,0.07519380647009756,0.09412937869369141,0.2141947000000073,25.200043199999527,25.414237899999534,9,"(140,170,100)"
foreman.mat,42,ftd,100,1333080,4000,500,0.1393463738963102,0.13991528470246894,0.14157146240049262,5.052382099999704,67.33375049999995,72.38613259999966,9,"(140,170,100)"
foreman.mat,7,cp_multi,100,55980,4000,500,0.07085839697498611,0.07500037886536698,0.09289960111131355,0.533115799999905,26.597653300000275,27.13076910000018,9,"(140,170,100)"
foreman.mat,7,ftd,100,1333080,4000,500,0.14659487831040752,0.1465407949222267,0.14293102381268458,0.16745830000036221,67.79877489999944,67.9662331999998,9,"(140,170,100)"
foreman.mat,123,cp_multi,100,55980,4000,500,0.06956019704882144,0.07398926076519631,0.09557879926097836,0.9329895000000761,26.368405600000187,27.301395100000263,9,"(140,170,100)"
foreman.mat,123,ftd,100,1333080,4000,500,0.13639184641627358,0.13654263906817227,0.13843039464807755,7.771692199999961,66.90588560000015,74.67757780000011,9,"(140,170,100)"
