dataset,mode,seed,R,params,init_time_s,online_time_s,total_train_time_s,infer_time_s,avg_online_nre_train,avg_online_nre_test,final_train_nre,final_test_nre,init_loss_best,final_train_loss,final_test_loss,avg_flops_m
foreman.mat,multi,42,50,352680,0.7242,48.0488,48.773,0.006403,0.217576,0.219244,0.23017,0.229993,29.280867,0.026514,0.026493,nan
